split_index,dataset,embedding_type,method,labelled_samples,model,accuracy,precision,recall,f1,experiment_id
0,Indian_Pines,cae,supervised,50,logistic_regression,0.7441469816272965,0.764075952987756,0.7441469816272965,0.7467231683214086,experiment_20250328_011658
1,Indian_Pines,cae,supervised,50,logistic_regression,0.7493963254593176,0.7713341894670679,0.7493963254593176,0.752626792001149,experiment_20250328_011658
2,Indian_Pines,cae,supervised,50,logistic_regression,0.7437270341207349,0.7750099534078418,0.7437270341207349,0.7478015901367634,experiment_20250328_011658
3,Indian_Pines,cae,supervised,50,logistic_regression,0.7570603674540682,0.7786822478567421,0.7570603674540682,0.7604183277596165,experiment_20250328_011658
4,Indian_Pines,cae,supervised,50,logistic_regression,0.7451968503937008,0.7698085932447557,0.7451968503937008,0.7479925708035897,experiment_20250328_011658
5,Indian_Pines,cae,supervised,50,logistic_regression,0.7497112860892389,0.7623596136229953,0.7497112860892389,0.7520643701873138,experiment_20250328_011658
6,Indian_Pines,cae,supervised,50,logistic_regression,0.750236220472441,0.7769564729514816,0.750236220472441,0.7536863093026167,experiment_20250328_011658
7,Indian_Pines,cae,supervised,50,logistic_regression,0.7447769028871392,0.7774327019054038,0.7447769028871392,0.7486211144201048,experiment_20250328_011658
8,Indian_Pines,cae,supervised,50,logistic_regression,0.7482414698162729,0.7675429599092386,0.7482414698162729,0.7504210051130196,experiment_20250328_011658
9,Indian_Pines,cae,supervised,50,logistic_regression,0.7490813648293964,0.7684882735695123,0.7490813648293964,0.7529695704704872,experiment_20250328_011658
0,Indian_Pines,cae,supervised,50,neural_network,0.7762729658792651,0.7953397236617938,0.7762729658792651,0.778511610713477,experiment_20250328_011732
1,Indian_Pines,cae,supervised,50,neural_network,0.7828871391076115,0.8008338941813398,0.7828871391076115,0.7855237604446048,experiment_20250328_011732
2,Indian_Pines,cae,supervised,50,neural_network,0.7711286089238845,0.7975287628203824,0.7711286089238845,0.774306636757052,experiment_20250328_011732
3,Indian_Pines,cae,supervised,50,neural_network,0.769763779527559,0.7836546334868396,0.769763779527559,0.7709355669324253,experiment_20250328_011732
4,Indian_Pines,cae,supervised,50,neural_network,0.7868766404199475,0.8039259154687123,0.7868766404199475,0.7891357504960542,experiment_20250328_011732
5,Indian_Pines,cae,supervised,50,neural_network,0.7794225721784777,0.7913964967828597,0.7794225721784777,0.7814074492217362,experiment_20250328_011732
6,Indian_Pines,cae,supervised,50,neural_network,0.7746981627296587,0.7906474605495155,0.7746981627296587,0.7769643765103706,experiment_20250328_011732
7,Indian_Pines,cae,supervised,50,neural_network,0.7803674540682415,0.8018291995452139,0.7803674540682415,0.7835621064821234,experiment_20250328_011732
8,Indian_Pines,cae,supervised,50,neural_network,0.7680839895013123,0.7852413200384473,0.7680839895013123,0.7700069662510599,experiment_20250328_011732
9,Indian_Pines,cae,supervised,50,neural_network,0.7731233595800525,0.7909672346254549,0.7731233595800525,0.7761953212220974,experiment_20250328_011732
0,Indian_Pines,cae,supervised,50,random_forest,0.737742782152231,0.7706404493265764,0.737742782152231,0.7416862600546025,experiment_20250328_011717
1,Indian_Pines,cae,supervised,50,random_forest,0.7568503937007874,0.7874248453429155,0.7568503937007874,0.7608027347053926,experiment_20250328_011717
2,Indian_Pines,cae,supervised,50,random_forest,0.7287139107611549,0.7780318715668892,0.7287139107611549,0.7342790075922622,experiment_20250328_011717
3,Indian_Pines,cae,supervised,50,random_forest,0.7387926509186352,0.7605001563958923,0.7387926509186352,0.7420286303000797,experiment_20250328_011717
4,Indian_Pines,cae,supervised,50,random_forest,0.7327034120734908,0.7696691097175008,0.7327034120734908,0.7360316343294742,experiment_20250328_011717
5,Indian_Pines,cae,supervised,50,random_forest,0.7275590551181103,0.7464677904830191,0.7275590551181103,0.7307096092145838,experiment_20250328_011717
6,Indian_Pines,cae,supervised,50,random_forest,0.7573753280839896,0.7856791442007225,0.7573753280839896,0.7623775437542064,experiment_20250328_011717
7,Indian_Pines,cae,supervised,50,random_forest,0.7450918635170604,0.7753873028684705,0.7450918635170604,0.7500968940880832,experiment_20250328_011717
8,Indian_Pines,cae,supervised,50,random_forest,0.7425721784776903,0.7671980938292359,0.7425721784776903,0.7449895017066885,experiment_20250328_011717
9,Indian_Pines,cae,supervised,50,random_forest,0.76,0.7811590257516292,0.76,0.7644899536356213,experiment_20250328_011717
0,Indian_Pines,cae,supervised,5,logistic_regression,0.5911811023622047,0.6177232678896312,0.5911811023622047,0.5953294738962603,experiment_20250328_011925
1,Indian_Pines,cae,supervised,5,logistic_regression,0.4498687664041995,0.5380019033797296,0.4498687664041995,0.44835412404130537,experiment_20250328_011925
2,Indian_Pines,cae,supervised,5,logistic_regression,0.5700787401574803,0.6290666160033519,0.5700787401574803,0.5864856687664095,experiment_20250328_011925
3,Indian_Pines,cae,supervised,5,logistic_regression,0.5069816272965879,0.5823269126851784,0.5069816272965879,0.5198872991921779,experiment_20250328_011925
4,Indian_Pines,cae,supervised,5,logistic_regression,0.5636745406824147,0.5964957350699144,0.5636745406824147,0.5685967606879204,experiment_20250328_011925
5,Indian_Pines,cae,supervised,5,logistic_regression,0.5683989501312336,0.6228682465684474,0.5683989501312336,0.5810165840509184,experiment_20250328_011925
6,Indian_Pines,cae,supervised,5,logistic_regression,0.5923359580052493,0.643077309997251,0.5923359580052493,0.6037650098943048,experiment_20250328_011925
7,Indian_Pines,cae,supervised,5,logistic_regression,0.5497112860892388,0.610354071179005,0.5497112860892388,0.5661440638728549,experiment_20250328_011925
8,Indian_Pines,cae,supervised,5,logistic_regression,0.5191601049868766,0.5602887994984205,0.5191601049868766,0.5274545779335423,experiment_20250328_011925
9,Indian_Pines,cae,supervised,5,logistic_regression,0.5436220472440945,0.5817622910370008,0.5436220472440945,0.5478806520315833,experiment_20250328_011925
0,Indian_Pines,cae,supervised,5,neural_network,0.5933858267716535,0.6331213852471188,0.5933858267716535,0.6031769963991047,experiment_20250328_011948
1,Indian_Pines,cae,supervised,5,neural_network,0.4531233595800525,0.5434781413017049,0.4531233595800525,0.45039319955613205,experiment_20250328_011948
2,Indian_Pines,cae,supervised,5,neural_network,0.5413123359580052,0.6123300937228148,0.5413123359580052,0.5586980250121342,experiment_20250328_011948
3,Indian_Pines,cae,supervised,5,neural_network,0.5184251968503937,0.5980129361311773,0.5184251968503937,0.5294580380978482,experiment_20250328_011948
4,Indian_Pines,cae,supervised,5,neural_network,0.5806824146981627,0.6144576979788353,0.5806824146981627,0.5867994309437843,experiment_20250328_011948
5,Indian_Pines,cae,supervised,5,neural_network,0.5781627296587927,0.6385557187451868,0.5781627296587927,0.5935977971177088,experiment_20250328_011948
6,Indian_Pines,cae,supervised,5,neural_network,0.5805774278215223,0.6340553714912058,0.5805774278215223,0.5924606209515848,experiment_20250328_011948
7,Indian_Pines,cae,supervised,5,neural_network,0.5276640419947507,0.5907813996972903,0.5276640419947507,0.5455775656887312,experiment_20250328_011948
8,Indian_Pines,cae,supervised,5,neural_network,0.525249343832021,0.5772255097919788,0.525249343832021,0.5382239597820858,experiment_20250328_011948
9,Indian_Pines,cae,supervised,5,neural_network,0.5356430446194226,0.612450043730198,0.5356430446194226,0.5532144362950568,experiment_20250328_011948
0,Indian_Pines,cae,supervised,5,random_forest,0.5559055118110237,0.5731485360056136,0.5559055118110237,0.5518344031070733,experiment_20250328_011938
1,Indian_Pines,cae,supervised,5,random_forest,0.44598425196850394,0.5443968882601212,0.44598425196850394,0.44212680547664407,experiment_20250328_011938
2,Indian_Pines,cae,supervised,5,random_forest,0.5348031496062993,0.5961906718395227,0.5348031496062993,0.5461439585675469,experiment_20250328_011938
3,Indian_Pines,cae,supervised,5,random_forest,0.5133858267716536,0.5871222384209323,0.5133858267716536,0.5215109223534972,experiment_20250328_011938
4,Indian_Pines,cae,supervised,5,random_forest,0.5633595800524934,0.6149098239733847,0.5633595800524934,0.5758255702952975,experiment_20250328_011938
5,Indian_Pines,cae,supervised,5,random_forest,0.5617847769028871,0.6293370721917069,0.5617847769028871,0.5722129274273363,experiment_20250328_011938
6,Indian_Pines,cae,supervised,5,random_forest,0.5767979002624672,0.6253940449335994,0.5767979002624672,0.5905812603346573,experiment_20250328_011938
7,Indian_Pines,cae,supervised,5,random_forest,0.5624146981627297,0.6084531408310748,0.5624146981627297,0.5776719040397982,experiment_20250328_011938
8,Indian_Pines,cae,supervised,5,random_forest,0.5225196850393701,0.5660825248660347,0.5225196850393701,0.5251999555933516,experiment_20250328_011938
9,Indian_Pines,cae,supervised,5,random_forest,0.534488188976378,0.5979451457768963,0.534488188976378,0.5524973320102075,experiment_20250328_011938
0,Indian_Pines,cae,assemble,10,logistic_regression,0.5434120734908137,0.6008649224213931,0.5434120734908137,0.5539979230224599,experiment_20250524_004633
1,Indian_Pines,cae,assemble,10,logistic_regression,0.5264041994750657,0.5882758670549963,0.5264041994750657,0.5381375483666863,experiment_20250524_004633
2,Indian_Pines,cae,assemble,10,logistic_regression,0.6090288713910761,0.6203948161953667,0.6090288713910761,0.607800301452558,experiment_20250524_004633
